Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
World Series of Poker,gc,2005,misc,activision value,0.04,0.01,0.0,0.0,0.05,4.4,5.0,6.805827505827505,30.7995337995338,Activision,E10+
Jikkyou Oshaberi Parodius,snes,1995,shooter,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,7.026002166847237,35.679306608884076,7.053259668508287,378.28066298342543,Unknown,E
Plants vs. Zombies: Garden Warfare 2,pc,2016,shooter,electronic arts,0.0,0.04,0.0,0.0,0.05,8.2,6.0,7.5,44.0,PopCap,E10+
J-League Winning Eleven 2010: Club Championship,ps2,2010,sports,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Johnny Bazookatone,ps,1995,platform,u.s. gold,0.03,0.02,0.0,0.0,0.05,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
Reign of Fire,gba,2002,shooter,bam! entertainment,0.03,0.01,0.0,0.0,0.05,6.1,9.0,7.053259668508287,378.28066298342543,Crawfish Interactive,T
Koihime Musou,ps2,2008,adventure,yeti,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Nicktoons: Attack of the Toybots,ds,2007,platform,thq,0.04,0.0,0.0,0.0,0.05,5.4,4.0,7.3058962264150935,109.6745283018868,Natsume,E
Singularity,pc,2010,shooter,mastertronic,0.0,0.04,0.0,0.01,0.05,7.6,36.0,7.7,326.0,Raven Software,M
NASCAR Heat Evolution,ps4,2016,racing,dusenberry martin racing,0.04,0.0,0.0,0.01,0.05,6.6,8.0,3.8,18.0,Dusenberry Martin Racing,E
Cartoon Network Racing,ds,2006,action,game factory,0.04,0.0,0.0,0.0,0.05,5.5,13.0,7.058129175946548,188.76391982182628,Firebrand Games,E
Ms Saga: A New Dawn,ps2,2005,role-playing,namco bandai games,0.02,0.02,0.0,0.01,0.05,6.5,27.0,8.6,15.0,Bandai,E10+
Kekkon Zenya,sat,1995,adventure,shogakukan,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Child of Light,ps4,2014,role-playing,ubisoft,0.0,0.01,0.04,0.0,0.05,8.2,46.0,8.0,451.0,Ubisoft Montreal,E10+
Finny the Fish & the Seven Waters,ps2,2004,sports,sony computer entertainment,0.02,0.02,0.0,0.01,0.05,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
The Grim Adventures of Billy & Mandy,wii,2006,action,midway games,0.04,0.0,0.0,0.0,0.05,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Barnyard,gba,2006,action,thq,0.03,0.01,0.0,0.0,0.05,5.6,8.0,7.058129175946548,188.76391982182628,Halfbrick Studios,E
Next Generation of Chaos,ps2,2002,role-playing,idea factory,0.0,0.0,0.05,0.0,0.05,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
GrimGrimoire,ps2,2007,strategy,tecmo koei,0.01,0.01,0.03,0.0,0.05,7.9,39.0,7.9,17.0,Vanilla Ware,E10+
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,ds,2008,misc,takara tomy,0.0,0.0,0.05,0.0,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Rock of the Dead,ps3,2010,shooter,conspiracy entertainment,0.04,0.0,0.0,0.01,0.05,4.5,7.0,7.053259668508287,378.28066298342543,Epicenter Studios,T
TNA iMPACT: Cross the Line,ds,2010,fighting,southpeak games,0.04,0.0,0.0,0.0,0.05,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Point of View,T
Deadliest Catch: Alaskan Storm,x360,2008,sports,navarre corp,0.04,0.0,0.0,0.0,0.05,5.6,14.0,5.9,15.0,Liquid Dragon Studios,T
Golden Axe: The Duel,sat,1994,fighting,sega,0.0,0.0,0.05,0.0,0.05,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
J-League '96 Dream Stadium,snes,1996,sports,hudson soft,0.0,0.0,0.05,0.0,0.05,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Capcom vs. SNK: Millennium Fight 2000 Pro,dc,2001,fighting,capcom,0.0,0.0,0.05,0.0,0.05,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
Crime Life: Gang Wars,xb,2005,action,konami digital entertainment,0.04,0.01,0.0,0.0,0.05,3.0,19.0,3.4,9.0,Hothouse Creations,M
Tokimeki Memorial: Girls Side 1st Love,ds,2007,adventure,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Rugby 2005,xb,2005,sports,electronic arts,0.04,0.01,0.0,0.0,0.05,7.5,20.0,7.7,11.0,HB Studios Multimedia,E
"Warhammer 40,000: Dawn of War",pc,2004,strategy,thq,0.01,0.03,0.0,0.01,0.05,8.6,51.0,8.8,295.0,Relic,M
Taito Legends,xb,2005,misc,empire interactive,0.04,0.01,0.0,0.0,0.05,7.4,16.0,6.805827505827505,30.7995337995338,Empire Oxford,T
Rock 'N Roll Racing,gba,2003,racing,activision,0.03,0.01,0.0,0.0,0.05,8.0,12.0,9.4,5.0,Mass Media,E
Silhouette Mirage,ps,1998,platform,esp,0.03,0.02,0.0,0.0,0.05,6.9,8.0,7.5,4.0,Treasure,E
Dynasty Warriors Vol. 2,psp,2006,action,tecmo koei,0.04,0.0,0.0,0.0,0.05,5.7,28.0,8.1,8.0,Omega Force,T
Freelancer,pc,2003,simulation,microsoft game studios,0.02,0.02,0.0,0.01,0.05,8.5,39.0,9.0,185.0,Digital Anvil,T
Treasure Report: Kikai Jikake no Isan,ds,2011,adventure,namco bandai games,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Growlanser VI: Precarious World,ps2,2007,role-playing,atlus,0.0,0.0,0.05,0.0,0.05,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Block Kuzushi,snes,1995,puzzle,pow,0.0,0.0,0.05,0.0,0.05,6.723181818181819,20.454545454545453,7.1384,33.12,Unknown,E
LEGO Indiana Jones 2: The Adventure Continues,pc,2009,action,activision,0.02,0.03,0.0,0.01,0.05,6.6,13.0,8.0,19.0,Traveller's Tales,E10+
American Bass Challenge,gba,2001,sports,starfish,0.03,0.01,0.0,0.0,0.05,6.9,5.0,6.951433857539316,41.87511563367253,Starfish,E
American Chopper 2: Full Throttle,gc,2005,racing,activision,0.04,0.01,0.0,0.0,0.05,5.4,4.0,7.040858505564388,69.22893481717011,Creat Studios,T
Ultimate Ghosts 'n Goblins (JP sales),psp,2006,platform,capcom,0.0,0.0,0.05,0.0,0.05,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
Rugby 06,ps2,2006,sports,electronic arts,0.02,0.02,0.0,0.01,0.05,7.0,6.0,7.8,27.0,EA Canada,E
Fatal Frame II: Crimson Butterfly Director's Cut,xb,2004,action,microsoft game studios,0.04,0.01,0.0,0.0,0.05,8.4,37.0,8.3,16.0,Tecmo,M
2002 FIFA World Cup,gc,2002,sports,electronic arts,0.04,0.01,0.0,0.0,0.05,7.8,9.0,7.7,6.0,EA Sports,E
The Lord of the Rings: The Battle for Middle-Earth II,x360,2006,strategy,electronic arts,0.0,0.04,0.0,0.0,0.05,7.9,50.0,7.5,83.0,EA LA,T
LEGO The Hobbit,pc,2014,action,warner bros. interactive entertainment,0.0,0.05,0.0,0.0,0.05,6.8,6.0,7.058129175946548,188.76391982182628,TT Games,E10+
Need for Speed Carbon,pc,2006,racing,electronic arts,0.0,0.04,0.0,0.01,0.05,7.8,17.0,7.2,249.0,Black Box,E10+
Colin McRae Rally 2005,xb,2004,racing,codemasters,0.04,0.01,0.0,0.0,0.05,8.3,35.0,7.5,6.0,Codemasters,E
Venus & Braves: Majo to Megami to Horobi no Yogen,psp,2011,role-playing,namco bandai games,0.0,0.0,0.05,0.0,0.05,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Zoop,ps,1995,puzzle,mediaquest,0.03,0.02,0.0,0.0,0.05,6.723181818181819,20.454545454545453,7.1384,33.12,Unknown,E
Saiyuki: Journey West,ps,1999,strategy,tecmo koei,0.03,0.02,0.0,0.0,0.05,7.3,9.0,7.1,9.0,Koei,E
Powerful Golf,ds,2011,sports,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Rock Band Country Track Pack 2,x360,2011,misc,mtv games,0.04,0.0,0.0,0.0,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Electronic Arts,E10+
Detective Conan: Marionette Symphony,3ds,2013,adventure,namco bandai games,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Utawarerumono: Itsuwari no Kamen,ps3,2015,adventure,aqua plus,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
American Chopper 2: Full Throttle,xb,2005,racing,zoo digital publishing,0.04,0.01,0.0,0.0,0.05,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Creat Studios,T
Amnesia Crowd,psp,2013,misc,idea factory,0.0,0.0,0.05,0.0,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,ps2,2008,misc,hackberry,0.0,0.0,0.05,0.0,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
MTX Mototrax,psp,2006,racing,activision,0.04,0.0,0.0,0.0,0.05,6.7,8.0,7.040858505564388,69.22893481717011,Left Field Productions,E
VR Soccer '96,ps,1996,sports,gremlin interactive ltd,0.03,0.02,0.0,0.0,0.05,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Ribbit King,gc,2003,sports,atari,0.04,0.01,0.0,0.0,0.05,6.0,11.0,6.951433857539316,41.87511563367253,Bandai,E
Diabolik Lovers,psp,2012,adventure,idea factory,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,ds,2008,action,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Summoner: A Goddess Reborn,gc,2003,role-playing,thq,0.04,0.01,0.0,0.0,0.05,7.2,19.0,7.624423337856173,321.9280868385346,Cranky Pants Games,T
Pirates vs Ninja Dodgeball,wii,2009,sports,southpeak games,0.04,0.0,0.0,0.0,0.05,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Secret Service,x360,2008,action,activision value,0.04,0.0,0.0,0.0,0.05,6.667693138843868,27.891950297136685,5.5,8.0,Tigon,T
Noddy in Toyland,ds,2011,misc,gsp,0.0,0.04,0.0,0.0,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Empire Earth,pc,2001,strategy,vivendi games,0.0,0.04,0.0,0.01,0.05,8.1,23.0,8.2,126.0,Stainless Steel Studios,T
Yu-Gi-Oh! World Championship 2007,ds,2007,strategy,konami digital entertainment,0.0,0.01,0.04,0.0,0.05,7.215878378378379,28.33108108108108,7.294426229508197,198.41311475409836,Unknown,E
DuckTales: Remastered,ps3,2013,action,capcom,0.01,0.03,0.0,0.01,0.05,7.5,31.0,7.4,135.0,WayForward,E
E.X. Troopers,ps3,2012,shooter,capcom,0.0,0.0,0.05,0.0,0.05,7.026002166847237,35.679306608884076,7.053259668508287,378.28066298342543,Unknown,E
Worms Reloaded,pc,2010,strategy,team17 software,0.0,0.04,0.0,0.01,0.05,7.9,28.0,6.8,185.0,Team 17,E10+
Kiniro no Corda 2 Encore,ps2,2007,role-playing,tecmo koei,0.0,0.0,0.05,0.0,0.05,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
M&M's Adventure,ds,2008,adventure,zoo digital publishing,0.04,0.0,0.0,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
ESPN Great Outdoor Games Bass 2002,gba,2001,sports,konami digital entertainment,0.03,0.01,0.0,0.0,0.05,5.7,7.0,6.951433857539316,41.87511563367253,KCEO,E
Soul Eater: Plot of Medusa,ds,2008,action,namco bandai games,0.0,0.0,0.05,0.0,0.05,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
StarCraft,pc,1998,strategy,activision,0.0,0.04,0.0,0.01,0.05,8.8,15.0,9.1,813.0,Blizzard Entertainment,T
Gaist Crusher,3ds,2013,action,capcom,0.0,0.0,0.05,0.0,0.05,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
World Championship Pool 2004,ps2,2004,sports,jaleco,0.02,0.02,0.0,0.01,0.05,6.0,4.0,6.7,6.0,Blade Interactive,E
Punch King,gba,2002,fighting,acclaim entertainment,0.03,0.01,0.0,0.0,0.05,5.8,10.0,7.295949367088608,64.59746835443038,Full-Fat,E
V-Rally 3,gba,2002,racing,atari,0.03,0.01,0.0,0.0,0.05,8.2,7.0,7.040858505564388,69.22893481717011,Velez & Dubail,E
B-Boy,psp,2006,misc,sony computer entertainment,0.04,0.0,0.0,0.0,0.05,5.0,11.0,7.8,6.0,FreeStyleGames,T
Kakuto Chojin,xb,2002,fighting,microsoft game studios,0.04,0.01,0.0,0.0,0.05,4.6,26.0,7.2,17.0,DreamFactory,T
Beyond Oasis,gen,1993,role-playing,sega,0.0,0.0,0.05,0.0,0.05,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Robotech: Invasion,xb,2004,shooter,global star,0.04,0.01,0.0,0.0,0.05,5.9,41.0,7.053259668508287,378.28066298342543,Vicious Cycle,T
Rain (2013),ps3,2013,adventure,sony computer entertainment,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Wii de Asobu Chibi-Robo!,wii,2009,adventure,nintendo,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Need for Speed Underground,pc,2003,racing,electronic arts,0.0,0.04,0.0,0.01,0.05,8.2,24.0,8.3,307.0,Black Box,E
Jewel Quest Mysteries,ds,2009,puzzle,astragon,0.03,0.01,0.0,0.0,0.05,6.723181818181819,20.454545454545453,7.1384,33.12,Activision,E
Tokyo Ghoul: Jail,psv,2015,racing,namco bandai games,0.0,0.0,0.05,0.0,0.05,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Unknown,E
To Heart 2 DX Plus,ps3,2011,adventure,aqua plus,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Romance of the Three Kingdoms VI: Awakening of the Dragon,ps,1998,strategy,tecmo koei,0.03,0.02,0.0,0.0,0.05,7.215878378378379,28.33108108108108,7.294426229508197,198.41311475409836,Unknown,E
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,psp,2011,adventure,namco bandai games,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Frogger: Ancient Shadow,gc,2005,platform,konami digital entertainment,0.04,0.01,0.0,0.0,0.05,5.4,9.0,7.3058962264150935,109.6745283018868,Hudson Soft,E
Naruto: Uzumaki Chronicles 2 (JP sales),ps2,2006,action,namco bandai games,0.0,0.0,0.05,0.0,0.05,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Moon,ds,2009,adventure,mastiff,0.04,0.0,0.0,0.0,0.05,7.1,45.0,7.4,21.0,Renegade Kid,T
Snoopy vs the Red Baron,psp,2006,adventure,namco bandai games,0.04,0.0,0.0,0.0,0.05,7.6,7.0,7.8,4.0,Smart Bomb Interactive,E10+
Pet Vet: Down Under,ds,2009,simulation,deep silver,0.04,0.0,0.0,0.0,0.05,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Braingame,E
Virtua Tennis 3,psp,2007,sports,sega,0.02,0.02,0.0,0.01,0.05,7.9,17.0,7.7,13.0,Sumo Digital,E
Raze's Hell,xb,2005,shooter,majesco entertainment,0.04,0.01,0.0,0.0,0.05,7.1,37.0,8.1,8.0,Artech Studios,M
Far Cry,pc,2004,shooter,ubisoft,0.0,0.04,0.0,0.01,0.05,8.9,72.0,8.1,724.0,Crytek,M
Gem Smashers,wii,2011,platform,crave entertainment,0.04,0.0,0.0,0.0,0.05,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Frame Studios Interactive,E
Shin Megami Tensei NINE,xb,2002,role-playing,atlus,0.0,0.0,0.05,0.0,0.05,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Magic Carpet,ps,1995,shooter,electronic arts,0.03,0.02,0.0,0.0,0.05,7.026002166847237,35.679306608884076,7.053259668508287,378.28066298342543,Unknown,E
Adventure Time: Explore the Dungeon Because I Don't Know!,ps3,2013,action,d3publisher,0.02,0.01,0.0,0.01,0.05,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Hoshigami: Ruining Blue Earth,ps,2001,role-playing,max five,0.03,0.02,0.0,0.0,0.05,6.2,9.0,8.7,26.0,Max Five,E
GunPey DS,ds,2006,puzzle,atari,0.04,0.0,0.0,0.0,0.05,7.0,24.0,7.1384,33.12,Q Entertainment,E
Cabela's African Safari,psp,2006,sports,activision value,0.04,0.0,0.0,0.0,0.05,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,FUN Labs,T
Test Drive: Ferrari Legends,x360,2012,racing,atari,0.04,0.0,0.0,0.0,0.05,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Unknown,E
Sushi Go-Round,wii,2010,simulation,asylum entertainment,0.04,0.0,0.0,0.0,0.05,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,SouthPeak Games,E
NightCaster II: Equinox,xb,2002,action,jaleco,0.03,0.01,0.0,0.0,0.05,4.6,12.0,7.0,4.0,Jaleco Entertainment,T
Shin Hayarigami,psv,2014,adventure,nippon ichi software,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,ds,2008,role-playing,square enix,0.0,0.0,0.05,0.0,0.05,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Arslan: The Warriors of Legend,ps3,2015,action,tecmo koei,0.0,0.0,0.05,0.0,0.05,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Omega Force,T
SD Gundam G Generation World,wii,2011,strategy,namco bandai games,0.0,0.0,0.05,0.0,0.05,7.215878378378379,28.33108108108108,7.294426229508197,198.41311475409836,Unknown,E
Ship Simulator Extremes,pc,2010,simulation,paradox interactive,0.0,0.04,0.0,0.01,0.05,4.9,5.0,6.2,27.0,VSTEP,E
Winter Sports 2011,ps3,2011,sports,dtp entertainment,0.0,0.04,0.0,0.01,0.05,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,DTP Entertainment,E
Time Crisis: Project Titan,ps,2001,shooter,namco bandai games,0.03,0.02,0.0,0.0,0.05,7.1,13.0,6.7,6.0,Flying Tiger Development,T
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,ds,2011,action,namco bandai games,0.0,0.0,0.05,0.0,0.05,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Crusader: No Remorse,ps,1996,adventure,electronic arts,0.03,0.02,0.0,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Billy the Wizard: Rocket Broomstick Racing,wii,2007,racing,metro 3d,0.04,0.0,0.0,0.0,0.05,6.800689655172414,23.121379310344828,0.3,4.0,Data Design Interactive,E
Ys: The Ark of Napishtim,psp,2006,role-playing,konami digital entertainment,0.04,0.0,0.0,0.0,0.05,6.4,29.0,7.3,13.0,Konami Software Shanghai,E10+
Black & Bruised,gc,2003,fighting,vivendi games,0.04,0.01,0.0,0.0,0.05,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
Winter Sports 3: The Great Tournament,wii,2010,sports,tradewest,0.02,0.02,0.0,0.0,0.05,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Pro Evolution Soccer 2017,xone,2016,sports,konami digital entertainment,0.01,0.03,0.0,0.0,0.05,8.7,12.0,6.1,84.0,Konami,E
FIFA Soccer 10,pc,2009,sports,electronic arts,0.0,0.04,0.0,0.01,0.05,7.2,14.0,3.8,59.0,EA Sports,E
Jewel Quest 5: The Sleepless Star,pc,2011,action,astragon,0.02,0.02,0.0,0.01,0.05,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
World Series of Poker: Tournament of Champions 2007 Edition,wii,2006,misc,activision,0.04,0.0,0.0,0.0,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Tom Clancy's Rainbow Six: Lockdown,gc,2005,shooter,ubisoft,0.04,0.01,0.0,0.0,0.05,7.2,8.0,7.8,5.0,"Red Storm Entertainment, Ubisoft Montreal",M
Yoru no Nai Kuni,ps3,2015,role-playing,tecmo koei,0.0,0.0,0.05,0.0,0.05,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Full Spectrum Warrior: Ten Hammers,xb,2006,strategy,thq,0.03,0.01,0.0,0.0,0.05,6.9,27.0,7.294426229508197,198.41311475409836,Pandemic Studios,M
Puyo Puyo Tetris,psv,2014,puzzle,sega,0.0,0.0,0.05,0.0,0.05,6.723181818181819,20.454545454545453,7.1384,33.12,Unknown,E
The Sims,pc,2000,simulation,electronic arts,0.01,0.03,0.0,0.01,0.05,9.2,38.0,7.9,451.0,Maxis,T
Turok: Dinosaur Hunter,n64,1997,shooter,acclaim entertainment,0.0,0.0,0.05,0.0,0.05,7.026002166847237,35.679306608884076,7.053259668508287,378.28066298342543,Unknown,E
MiniCopter: Adventure Flight,wii,2007,simulation,505 games,0.04,0.0,0.0,0.0,0.05,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Sonic Powered,E
FIFA Manager 12,pc,2011,sports,electronic arts,0.0,0.03,0.0,0.01,0.05,7.2,11.0,3.9,24.0,Bright Future GmbH,E
Balloon Pop,wii,2007,puzzle,505 games,0.04,0.0,0.0,0.0,0.05,6.723181818181819,20.454545454545453,7.1384,33.12,UFO Interactive,E
Gitaroo Man,ps2,2001,misc,thq,0.02,0.02,0.0,0.01,0.05,8.2,21.0,8.7,25.0,Koei/Inis,E
Taiko no Tatsujin Portable 2,psp,2006,misc,namco bandai games,0.0,0.0,0.05,0.0,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Super Bubble Pop,gc,2003,puzzle,jaleco,0.04,0.01,0.0,0.0,0.05,5.4,12.0,7.1384,33.12,Runecraft,E
Apassionata: Die Galanacht der Pferde,ds,2009,simulation,rtl,0.0,0.04,0.0,0.01,0.05,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Unknown,E
Battleship / Connect Four / Sorry! / Trouble,ds,2006,puzzle,"destination software, inc",0.04,0.0,0.0,0.0,0.05,6.723181818181819,20.454545454545453,7.1384,33.12,Unknown,E
Time Travelers,psv,2012,adventure,level 5,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Amnesia Later,psp,2012,misc,idea factory,0.0,0.0,0.05,0.0,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
World Championship Poker: Featuring Howard Lederer - All In,x360,2006,misc,oxygen interactive,0.04,0.0,0.0,0.0,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
SpongeBob SquarePants: Plankton's Robotic Revenge,x360,2013,shooter,activision,0.04,0.0,0.0,0.0,0.05,7.026002166847237,35.679306608884076,6.1,13.0,Behaviour Interactive,E10+
Crazy Chicken: Atlantis Quest,ds,2007,platform,phenomedia,0.04,0.0,0.0,0.0,0.05,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,psv,2011,adventure,chunsoft,0.0,0.0,0.05,0.0,0.05,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Intellivision Lives!,xb,2004,misc,crave entertainment,0.03,0.01,0.0,0.0,0.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Test Drive Le Mans,ps,1999,racing,infogrames,0.03,0.02,0.0,0.0,0.05,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Unknown,E
Counter Force,wii,2007,shooter,505 games,0.04,0.0,0.0,0.0,0.05,7.026002166847237,35.679306608884076,7.053259668508287,378.28066298342543,Hyper-Devbox,E10+
Centipede: Infestation,3ds,2011,shooter,atari,0.04,0.0,0.0,0.0,0.05,7.026002166847237,35.679306608884076,7.053259668508287,378.28066298342543,WayForward,E10+
Cabela's Trophy Bucks,x360,2007,sports,activision value,0.04,0.0,0.0,0.0,0.05,3.9,4.0,3.0,4.0,FUN Labs,T
XCOM 2,xone,2016,strategy,take-two interactive,0.02,0.02,0.0,0.0,0.05,8.7,17.0,8.1,40.0,Firaxis Games,T
Yaiba: Ninja Gaiden Z,x360,2014,action,tecmo koei,0.03,0.01,0.0,0.0,0.05,5.0,20.0,5.3,43.0,"Spark Unlimited, comcept",M
Hero Bank 2,3ds,2014,role-playing,sega,0.0,0.0,0.05,0.0,0.05,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Rock of the Dead,x360,2010,shooter,conspiracy entertainment,0.04,0.0,0.0,0.0,0.05,4.8,7.0,4.8,4.0,Epicenter Studios,T
Monster Jam: Maximum Destruction,gc,2002,racing,ubisoft,0.04,0.01,0.0,0.0,0.05,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Unknown,E
Big Air Freestyle,gc,2002,racing,atari,0.04,0.01,0.0,0.0,0.05,5.6,12.0,7.040858505564388,69.22893481717011,Paradigm Entertainment,T
To Love-Ru Trouble Darkness: Battle Ecstasy,psv,2014,action,furyu,0.0,0.0,0.05,0.0,0.05,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
The Lost Treasures of Alexandria,ds,2011,puzzle,unknown,0.0,0.04,0.0,0.01,0.05,6.723181818181819,20.454545454545453,7.1384,33.12,Unknown,E
Rimo-Cocoron,ps2,2001,action,sony computer entertainment,0.0,0.0,0.05,0.0,0.05,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Mike Tyson Heavyweight Boxing,xb,2002,sports,codemasters,0.03,0.01,0.0,0.0,0.05,3.7,13.0,6.951433857539316,41.87511563367253,Atomic Planet Entertainment,T
Code Lyoko,ds,2007,action,game factory,0.03,0.01,0.0,0.0,0.05,6.3,11.0,6.8,13.0,DC Studios,E10+
The Berenstain Bears and the Spooky Old Tree,gba,2005,platform,namco bandai games,0.03,0.01,0.0,0.0,0.05,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
